지방청,해경서,발생일자,발생요일,사고유형_세분류,장소유형,발생지역,사고원인1차,위험구역지정
중부 지방청,인천,2018-07-12,금요일,기타익수,해안가,인천광역시,부주의,없음
중부 지방청,보령,2018-07-12,금요일,고립,갯바위,충청남도,조석 미인지,없음
동해 지방청,속초,2018-07-14,일요일,수중레저익수,방파제,강원도,운전 부주의,없음
제주 지방청,제주,2018-07-14,일요일,수상레저익수,해양,제주특별자치도,안전미준수,없음
제주 지방청,제주,2018-07-14,일요일,고립,갯바위,제주특별자치도,조석 미인지,없음
중부 지방청,태안,2018-07-14,일요일,고립,갯벌,충청남도,조석 미인지,없음
동해 지방청,동해,2018-07-14,일요일,기타익수,해양,강원도,안전미준수,없음
서해 지방청,완도,2018-07-14,일요일,수상레저익수,해안가,전라남도,안전미준수,없음
중부 지방청,태안,2018-07-14,일요일,고립,갯바위,충청남도,조석 미인지,없음
중부 지방청,보령,2018-07-14,일요일,고립,갯벌,충청남도,해양장애물,없음
동해 지방청,동해,2018-07-14,일요일,수상레저익수,갯바위,강원도,음주,없음
중부 지방청,보령,2018-07-14,일요일,수상레저익수,해수욕장,충청남도,부주의,없음
중부 지방청,인천,2018-07-15,월요일,고립,갯바위,인천광역시,기상불량,없음
서해 지방청,목포,2018-07-15,월요일,고립,해안가,전라남도,부주의,없음
중부 지방청,태안,2018-07-15,월요일,고립,갯바위,충청남도,부주의,없음
서해 지방청,목포,2018-07-15,월요일,추락익수,항포구,전라남도,음주,없음
중부 지방청,평택,2018-07-16,화요일,고립,해안가,충청남도,부주의,없음
동해 지방청,울진,2018-07-16,화요일,수상레저익수,해안가,경상북도,음주,없음
서해 지방청,목포,2018-07-16,화요일,고립,해안가,전라남도,부주의,없음
동해 지방청,울진,2018-07-16,화요일,추락,테트라포드,경상북도,음주,없음
남해 지방청,창원,2018-07-16,화요일,기타익수,항포구,경상남도,음주,없음
중부 지방청,태안,2018-07-16,화요일,고립,갯바위,충청남도,조석 미인지,없음
중부 지방청,인천,2018-07-17,수요일,추락익수,해안가,인천광역시,부주의,없음
서해 지방청,여수,2018-07-18,목요일,추락익수,방파제,전라남도,음주,없음
중부 지방청,인천,2018-07-18,목요일,추락익수,항포구,인천광역시,부주의,없음
남해 지방청,울산,2018-07-21,일요일,수중산업익수,해안가,울산광역시,안전미준수,없음
남해 지방청,창원,2018-07-21,일요일,수상레저익수,해수욕장,경상남도,수영미숙,없음
남해 지방청,창원,2018-07-21,일요일,수상레저익수,해수욕장,경상남도,수영미숙,없음
남해 지방청,창원,2018-07-21,일요일,수상레저익수,해수욕장,경상남도,수영미숙,없음
중부 지방청,태안,2018-07-21,일요일,고립익수,갯바위,충청남도,부주의,없음
남해 지방청,창원,2018-07-21,일요일,수상레저익수,해수욕장,경상남도,수영미숙,없음
남해 지방청,통영,2018-07-21,일요일,추락익수,해안가,경상남도,음주,없음
중부 지방청,인천,2018-07-22,월요일,고립,갯벌,인천광역시,조석 미인지,없음
남해 지방청,창원,2018-07-22,월요일,표류,해양,부산광역시,부주의,없음
남해 지방청,부산,2018-07-22,월요일,기타익수,해수욕장,부산광역시,기상불량,없음
중부 지방청,태안,2018-07-22,월요일,추락익수,항포구,충청남도,부주의,없음
제주 지방청,제주,2018-07-22,월요일,수상레저익수,해양,제주특별자치도,안전미준수,없음
남해 지방청,부산,2018-07-22,월요일,기타익수,해안가,부산광역시,음주,없음
남해 지방청,부산,2018-07-22,월요일,추락익수,항포구,부산광역시,부주의,없음
동해 지방청,동해,2018-07-23,화요일,표류,해양,강원도,수영미숙,없음
제주 지방청,서귀포,2018-07-23,화요일,추락익수,갯바위,제주특별자치도,기상불량,없음
남해 지방청,부산,2018-07-24,수요일,기타,해양,부산광역시,운전 부주의,없음
제주 지방청,제주,2018-07-24,수요일,수상레저익수,해수욕장,제주특별자치도,부주의,없음
남해 지방청,통영,2018-07-24,수요일,추락익수,방파제,경상남도,안전미준수,없음
중부 지방청,인천,2018-07-24,수요일,수상레저익수,해수욕장,인천광역시,수영미숙,없음
제주 지방청,제주,2018-07-25,목요일,추락익수,항포구,제주특별자치도,부주의,없음
제주 지방청,서귀포,2018-07-25,목요일,고립,갯바위,제주특별자치도,운전 부주의,없음
서해 지방청,여수,2018-07-26,금요일,수상레저익수,해안가,경상남도,음주,없음
서해 지방청,부안,2018-07-28,일요일,기타익수,해안가,전라북도,부주의,없음
서해 지방청,부안,2018-07-28,일요일,표류,갯벌,전라북도,부주의,없음
서해 지방청,여수,2018-07-28,일요일,기타익수,항포구,전라남도,음주,없음
중부 지방청,인천,2018-07-28,일요일,수상레저익수,해양,인천광역시,수영미숙,없음
중부 지방청,인천,2018-07-29,월요일,표류,해양,인천광역시,안전미준수,없음
중부 지방청,인천,2018-07-29,월요일,표류,해양,인천광역시,안전미준수,없음
남해 지방청,부산,2018-07-29,월요일,추락익수,항포구,부산광역시,부주의,없음
서해 지방청,군산,2018-07-29,월요일,추락,방파제,전라북도,부주의,없음
중부 지방청,인천,2018-07-29,월요일,수상레저익수,해수욕장,인천광역시,수영미숙,없음
제주 지방청,제주,2018-07-29,월요일,수상레저익수,해안가,제주특별자치도,부주의,없음
중부 지방청,인천,2018-07-29,월요일,표류,해안가,인천광역시,부주의,없음
남해 지방청,창원,2018-07-29,월요일,기타익수,해안가,경상남도,수영미숙,없음
중부 지방청,인천,2018-07-29,월요일,수상레저익수,해수욕장,인천광역시,수영미숙,없음
남해 지방청,부산,2018-07-29,월요일,기타익수,해양,부산광역시,기상불량,없음
남해 지방청,부산,2018-07-29,월요일,추락익수,항포구,부산광역시,음주,없음
동해 지방청,동해,2018-07-29,월요일,표류,해양,강원도,기상불량,없음
동해 지방청,포항,2018-07-30,화요일,수상레저익수,해안가,경상북도,부주의,없음
중부 지방청,인천,2018-07-30,화요일,수상레저익수,해안가,인천광역시,안전미준수,없음
남해 지방청,통영,2018-07-30,화요일,기타익수,해수욕장,경상남도,수영미숙,없음
동해 지방청,동해,2018-07-30,화요일,표류,해수욕장,강원도,안전미준수,없음
동해 지방청,동해,2018-07-30,화요일,표류,해양,강원도,기상불량,없음
동해 지방청,동해,2018-07-30,화요일,표류,해양,강원도,기상불량,없음
제주 지방청,서귀포,2018-07-30,화요일,고립,갯바위,제주특별자치도,조석 미인지,없음
제주 지방청,제주,2018-07-30,화요일,기타익수,해수욕장,제주특별자치도,부주의,없음
중부 지방청,평택,2018-07-30,화요일,기타익수,해양,충청남도,음주,없음
남해 지방청,통영,2018-07-30,화요일,표류,해수욕장,경상남도,기상불량,없음
서해 지방청,완도,2018-07-31,수요일,추락익수,항포구,전라남도,부주의,없음
동해 지방청,동해,2018-07-31,수요일,표류,해양,강원도,안전미준수,없음
남해 지방청,창원,2018-07-31,수요일,기타익수,해양,경상남도,수영미숙,없음
제주 지방청,서귀포,2018-07-31,수요일,추락익수,항포구,제주특별자치도,부주의,없음
동해 지방청,동해,2018-07-31,수요일,표류,해양,강원도,부주의,없음
제주 지방청,서귀포,2018-08-01,목요일,추락익수,항포구,제주특별자치도,부주의,없음
서해 지방청,완도,2018-08-01,목요일,수상레저익수,해안가,전라남도,부주의,없음
중부 지방청,태안,2018-08-01,목요일,기타익수,해안가,충청남도,부주의,없음
동해 지방청,속초,2018-08-01,목요일,수상레저익수,해안가,강원도,수영미숙,없음
남해 지방청,통영,2018-08-01,목요일,기타익수,해수욕장,경상남도,부주의,없음
남해 지방청,창원,2018-08-02,금요일,수상레저익수,해수욕장,경상남도,수영미숙,없음
동해 지방청,포항,2018-08-02,금요일,수상레저익수,해안가,경상북도,음주,없음
동해 지방청,포항,2018-08-02,금요일,수상레저익수,해수욕장,경상북도,음주,없음
서해 지방청,목포,2018-08-02,금요일,표류,해안가,전라남도,기상불량,없음
동해 지방청,포항,2018-08-02,금요일,추락,테트라포드,경상북도,음주,없음
중부 지방청,태안,2018-08-02,금요일,표류,해안가,충청남도,부주의,없음
제주 지방청,제주,2018-08-02,금요일,추락,갯바위,제주특별자치도,부주의,없음
서해 지방청,군산,2018-08-03,토요일,표류,해안가,전라북도,부주의,없음
서해 지방청,완도,2018-08-03,토요일,기타익수,해수욕장,전라남도,부주의,없음
남해 지방청,부산,2018-08-03,토요일,추락익수,항포구,부산광역시,음주,없음
중부 지방청,평택,2018-08-03,토요일,수상레저익수,해안가,경기도,음주,없음
남해 지방청,부산,2018-08-04,일요일,기타익수,해수욕장,부산광역시,부주의,없음
중부 지방청,인천,2018-08-04,일요일,고립,갯벌,인천광역시,조석 미인지,없음
서해 지방청,군산,2018-08-04,일요일,기타,해안가,전라북도,부주의,없음
동해 지방청,동해,2018-08-04,일요일,수상레저익수,해수욕장,강원도,수영미숙,없음
중부 지방청,인천,2018-08-04,일요일,고립,갯벌,인천광역시,부주의,없음
중부 지방청,인천,2018-08-04,일요일,수상레저익수,해수욕장,인천광역시,수영미숙,없음
중부 지방청,인천,2018-08-04,일요일,수상레저익수,해수욕장,인천광역시,안전미준수,없음
남해 지방청,부산,2018-08-04,일요일,수상레저익수,해안가,부산광역시,운전 부주의,없음
제주 지방청,제주,2018-08-05,월요일,수상레저익수,해수욕장,제주특별자치도,안전미준수,없음
동해 지방청,포항,2018-08-05,월요일,수중레저익수,해양,경상북도,부주의,없음
남해 지방청,창원,2018-08-05,월요일,수상레저익수,해수욕장,경상남도,수영미숙,없음
남해 지방청,울산,2018-08-05,월요일,표류,해안가,부산광역시,수영미숙,없음
남해 지방청,통영,2018-08-06,화요일,표류,해수욕장,경상남도,부주의,없음
남해 지방청,창원,2018-08-06,화요일,추락익수,항포구,경상남도,음주,없음
서해 지방청,부안,2018-08-06,화요일,표류,해안가,전라북도,부주의,없음
동해 지방청,동해,2018-08-07,수요일,수상레저익수,해양,강원도,기상불량,없음
남해 지방청,부산,2018-08-07,수요일,기타익수,방파제,부산광역시,수영미숙,없음
중부 지방청,인천,2018-08-07,수요일,수상레저익수,해안가,인천광역시,조석 미인지,없음
서해 지방청,목포,2018-08-07,수요일,기타,해안가,전라남도,부주의,없음
동해 지방청,동해,2018-08-07,수요일,수상레저익수,해수욕장,강원도,기상불량,없음
제주 지방청,서귀포,2018-08-07,수요일,표류,해수욕장,제주특별자치도,수영미숙,없음
남해 지방청,통영,2018-08-07,수요일,표류,해수욕장,경상남도,기상불량,없음
남해 지방청,울산,2018-08-07,수요일,기타익수,해수욕장,울산광역시,음주,없음
남해 지방청,울산,2018-08-08,목요일,수상레저익수,해안가,부산광역시,수영미숙,없음
동해 지방청,포항,2018-08-09,금요일,수상레저익수,해안가,경상북도,부주의,없음
서해 지방청,완도,2018-08-09,금요일,추락익수,항포구,전라남도,부주의,없음
중부 지방청,인천,2018-08-09,금요일,고립,해양,인천광역시,부주의,없음
중부 지방청,인천,2018-08-10,토요일,수상레저익수,해수욕장,인천광역시,수영미숙,없음
제주 지방청,서귀포,2018-08-10,토요일,수상레저익수,해안가,제주특별자치도,수영미숙,없음
남해 지방청,부산,2018-08-10,토요일,기타익수,항포구,부산광역시,부주의,없음
중부 지방청,인천,2018-08-11,일요일,고립,갯바위,인천광역시,조석 미인지,없음
중부 지방청,태안,2018-08-11,일요일,기타익수,해안가,충청남도,부주의,없음
