지방청,해경서,발생일자,발생요일,사고유형_세분류,장소유형,발생지역,사고원인1차,위험구역지정
서해 지방청,목포,2022-01-03,화요일,고립,해안가,전라남도,조석 미인지,없음
중부 지방청,인천,2022-01-03,화요일,고립,해안가,인천광역시,조석 미인지,연안사고 다발구역
중부 지방청,보령,2022-01-04,수요일,고립,갯바위,충청남도,부주의,연안사고 다발구역
동해 지방청,울진,2022-01-04,수요일,추락익수,항포구,경상북도,음주,없음
서해 지방청,부안,2022-01-05,목요일,고립,갯바위,전라북도,조석 미인지,사망사고 발생구역
중부 지방청,인천,2022-01-05,목요일,고립,해안가,인천,부주의,연안사고 다발구역
서해 지방청,완도,2022-01-06,금요일,추락익수,항포구,전라남도,부주의,없음
서해 지방청,완도,2022-01-09,월요일,기타,항포구,전라남도,부주의,사망사고 발생구역
남해 지방청,통영,2022-01-09,월요일,추락익수,항포구,경상남도,음주,사망사고 발생구역
중부 지방청,평택,2022-01-09,월요일,추락익수,항포구,충청남도,부주의,연안사고 다발구역
동해 지방청,울진,2022-01-10,화요일,추락익수,갯바위,경상북도,부주의,연안사고 위험구역
남해 지방청,울산,2022-01-10,화요일,고립익수,갯바위,울산광역시,부주의,없음
중부 지방청,태안,2022-01-14,토요일,기타익수,갯벌,충청남도,부주의,사망사고 발생구역
동해 지방청,울진,2022-01-15,일요일,추락,테트라포드,경상북도,부주의,없음
남해 지방청,울산,2022-01-18,수요일,추락익수,테트라포드,부산광역시,부주의,없음
제주 지방청,제주,2022-01-18,수요일,추락익수,해양,제주특별자치도,부주의,없음
중부 지방청,인천,2022-01-18,수요일,고립,해안가,인천광역시,조석 미인지,없음
남해 지방청,울산,2022-01-22,일요일,고립,갯바위,울산광역시,부주의,연안사고 위험구역
제주 지방청,제주,2022-01-22,일요일,추락익수,갯바위,제주특별자치도,낚시,없음
남해 지방청,울산,2022-01-22,일요일,추락익수,갯바위,부산광역시,낚시,연안사고 위험구역
서해 지방청,목포,2022-01-23,월요일,고립,갯벌,전라남도,부주의,연안사고 위험구역
중부 지방청,태안,2022-01-23,월요일,기타익수,해안가,충청남도,부주의,사망사고 발생구역
서해 지방청,여수,2022-01-25,수요일,추락익수,항포구,전라남도,음주,연안사고 다발구역
서해 지방청,여수,2022-01-28,토요일,추락,해안가,전라남도,부주의,없음
서해 지방청,여수,2022-01-29,일요일,추락,갯바위,전라남도,부주의,없음
남해 지방청,울산,2022-01-30,월요일,추락익수,항포구,울산광역시,음주,연안사고 다발구역
동해 지방청,포항,2022-01-30,월요일,추락익수,테트라포드,경상북도,부주의,연안사고 위험구역
중부 지방청,보령,2022-01-31,화요일,고립,해안가,충남,부주의,연안사고 위험구역
서해 지방청,완도,2022-01-31,화요일,추락익수,항포구,전라남도,질병,연안사고 다발구역
중부 지방청,인천,2022-01-31,화요일,고립,해안가,인천광역시,조석 미인지,연안사고 다발구역
중부 지방청,태안,2022-01-31,화요일,고립,갯바위,충청남도,낚시,없음
남해 지방청,창원,2022-02-01,수요일,추락익수,해양,경남,부주의,없음
서해 지방청,군산,2022-02-02,목요일,고립,무인도서,전라북도,부주의,연안사고 다발구역
중부 지방청,인천,2022-02-03,금요일,고립,해양,인천광역시,조석 미인지,연안사고 위험구역
중부 지방청,태안,2022-02-03,금요일,고립,무인도서,충청남도,조석 미인지,없음
중부 지방청,태안,2022-02-04,토요일,고립,갯바위,충청남도,조석 미인지,없음
동해 지방청,울진,2022-02-06,월요일,추락,테트라포드,경상북도,부주의,사망사고 발생구역
중부 지방청,보령,2022-02-06,월요일,추락,해안가,충청남도,음주,없음
서해 지방청,군산,2022-02-08,수요일,고립,무인도서,전라북도,부주의,연안사고 다발구역
남해 지방청,통영,2022-02-09,목요일,기타익수,항포구,경상남도,음주,연안사고 위험구역
서해 지방청,여수,2022-02-09,목요일,추락익수,항포구,전라남도,부주의,연안사고 다발구역
동해 지방청,속초,2022-02-11,토요일,추락,테트라포드,강원도,음주,연안사고 다발구역
중부 지방청,인천,2022-02-12,일요일,고립,해안가,인천시,부주의,없음
중부 지방청,인천,2022-02-13,월요일,고립,갯벌,인천광역시,조석 미인지,연안사고 다발구역
남해 지방청,부산,2022-02-14,화요일,고립,해안가,부산시,조석 미인지,연안사고 위험구역
남해 지방청,부산,2022-02-15,수요일,추락익수,해안가,부산광역시,부주의,연안사고 위험구역
남해 지방청,창원,2022-02-16,목요일,추락익수,해양,부산광역시,부주의,없음
동해 지방청,속초,2022-02-16,목요일,추락익수,방파제,강원도,기상불량,연안사고 위험구역
동해 지방청,울진,2022-02-16,목요일,추락익수,항포구,경상북도,부주의,없음
동해 지방청,속초,2022-02-16,목요일,추락익수,항포구,강원도,부주의,없음
제주 지방청,서귀포,2022-02-17,금요일,추락,테트라포드,제주특별자치도,부주의,사망사고 발생구역
중부 지방청,태안,2022-02-17,금요일,고립,갯바위,충남시,부주의,연안사고 다발구역
중부 지방청,보령,2022-02-17,금요일,추락익수,항포구,충청남도,부주의,연안사고 위험구역
동해 지방청,울진,2022-02-17,금요일,기타익수,갯바위,경상북도,부주의,없음
서해 지방청,여수,2022-02-18,토요일,추락익수,항포구,전라남도,부주의,연안사고 다발구역
남해 지방청,창원,2022-02-19,일요일,고립,갯바위,부산광역시,부주의,사망사고 발생구역
동해 지방청,속초,2022-02-20,월요일,추락익수,항포구,강원도,부주의,없음
중부 지방청,태안,2022-02-20,월요일,고립,무인도서,충청남도,부주의,없음
남해 지방청,통영,2022-02-20,월요일,고립,갯바위,경상남도,부주의,없음
남해 지방청,부산,2022-02-22,수요일,추락익수,항포구,부산광역시,부주의,연안사고 다발구역
중부 지방청,인천,2022-02-24,금요일,추락,항포구,인천광역시,운전 부주의,연안사고 다발구역
동해 지방청,포항,2022-02-25,토요일,추락,테트라포드,경상북도,부주의,없음
남해 지방청,창원,2022-02-25,토요일,기타익수,항포구,경상남도,음주,연안사고 위험구역
중부 지방청,보령,2022-02-27,월요일,고립익수,갯벌,충청남도,조석 미인지,연안사고 위험구역
중부 지방청,인천,2022-02-28,화요일,고립,갯바위,인천,부주의,연안사고 위험구역
중부 지방청,보령,2022-02-28,화요일,기타익수,항포구,충남,부주의,연안사고 위험구역
서해 지방청,군산,2022-03-01,수요일,고립,갯바위,전라북도,부주의,연안사고 다발구역
제주 지방청,서귀포,2022-03-03,금요일,추락익수,항포구,제주특별자치도,음주,사망사고 발생구역
동해 지방청,속초,2022-03-03,금요일,고립,갯바위,강원도,기상불량,없음
동해 지방청,울진,2022-03-04,토요일,고립,해안가,경상북도,부주의,없음
남해 지방청,통영,2022-03-04,토요일,기타익수,해안가,경상남도,부주의,없음
서해 지방청,목포,2022-03-06,월요일,추락익수,해안가,전라남도,부주의,없음
서해 지방청,군산,2022-03-09,목요일,수중레저익수,해양,전라북도,부주의,없음
중부 지방청,인천,2022-03-09,목요일,추락익수,항포구,인천광역시,부주의,없음
제주 지방청,서귀포,2022-03-09,목요일,추락익수,항포구,제주특별자치도,부주의,연안사고 위험구역
남해 지방청,통영,2022-03-11,토요일,기타익수,해안가,경상남도,부주의,연안사고 다발구역
남해 지방청,부산,2022-03-11,토요일,추락,테트라포드,부산광역시,음주,없음
중부 지방청,태안,2022-03-12,일요일,고립,갯바위,충남,낚시,연안사고 다발구역
동해 지방청,속초,2022-03-12,일요일,수중레저익수,해양,강원도,기상불량,없음
동해 지방청,울진,2022-03-12,일요일,수중레저익수,해양,경상북도,부주의,없음
중부 지방청,태안,2022-03-13,월요일,추락익수,항포구,충남,부주의,없음
중부 지방청,인천,2022-03-17,금요일,기타익수,해안가,인천광역시,음주,연안사고 다발구역
동해 지방청,동해,2022-03-18,토요일,추락익수,항포구,강원도,음주,연안사고 위험구역
중부 지방청,인천,2022-03-20,월요일,고립,해안가,인천광역시,조석 미인지,연안사고 다발구역
동해 지방청,포항,2022-03-20,월요일,추락익수,테트라포드,경상북도,부주의,연안사고 다발구역
남해 지방청,부산,2022-03-20,월요일,추락익수,해안가,부산광역시,음주,연안사고 다발구역
중부 지방청,인천,2022-03-21,화요일,추락익수,항포구,인천광역시,음주,없음
서해 지방청,부안,2022-03-21,화요일,고립,방파제,전라북도,조석 미인지,연안사고 위험구역
중부 지방청,태안,2022-03-26,일요일,추락,해안가,충청남도,부주의,없음
서해 지방청,목포,2022-03-26,일요일,추락익수,항포구,전라남도,부주의,연안사고 다발구역
제주 지방청,제주,2022-03-27,월요일,추락익수,해양,제주특별자치도,부주의,연안사고 다발구역
중부 지방청,인천,2022-03-30,목요일,고립,갯바위,인천광역시,부주의,연안사고 위험구역
중부 지방청,인천,2022-03-30,목요일,고립,갯벌,인천광역시,부주의,연안사고 위험구역
동해 지방청,포항,2022-03-31,금요일,추락익수,항포구,경상북도,음주,없음
중부 지방청,인천,2022-03-31,금요일,고립,해안가,인천광역시,조석 미인지,연안사고 다발구역
제주 지방청,서귀포,2022-04-01,토요일,고립,갯바위,제주특별자치도,부주의,연안사고 위험구역
중부 지방청,태안,2022-04-02,일요일,고립,갯바위,충청남도,조석 미인지,없음
서해 지방청,완도,2022-04-02,일요일,추락익수,방파제,전라남도,부주의,없음
서해 지방청,군산,2022-04-02,일요일,추락익수,항포구,전라북도,부주의,연안사고 다발구역
중부 지방청,평택,2022-04-04,화요일,고립,해안가,충청남도,조석 미인지,연안사고 위험구역
중부 지방청,태안,2022-04-04,화요일,고립,갯바위,충청남도,부주의,없음
중부 지방청,인천,2022-04-05,수요일,고립,갯벌,인천광역시,부주의,없음
동해 지방청,동해,2022-04-07,금요일,추락익수,테트라포드,강원도,부주의,연안사고 위험구역
중부 지방청,인천,2022-04-07,금요일,추락익수,해안가,인천광역시,부주의,없음
남해 지방청,부산,2022-04-08,토요일,추락익수,항포구,부산광역시,질병,없음
동해 지방청,동해,2022-04-09,일요일,추락,갯바위,강원도,음주,없음
중부 지방청,평택,2022-04-09,일요일,추락익수,항포구,충청남도,음주,없음
제주 지방청,제주,2022-04-10,월요일,표류,해양,제주특별자치도,부주의,연안사고 다발구역
중부 지방청,태안,2022-04-10,월요일,고립,갯바위,충청남도,낚시,연안사고 다발구역
제주 지방청,제주,2022-04-10,월요일,추락익수,테트라포드,제주도,음주,연안사고 위험구역
남해 지방청,부산,2022-04-11,화요일,추락익수,해안가,부산,부주의,사망사고 발생구역
동해 지방청,포항,2022-04-11,화요일,추락익수,항포구,경상북도,음주,연안사고 다발구역
남해 지방청,부산,2022-04-11,화요일,추락익수,항포구,부산광역시,부주의,없음
중부 지방청,인천,2022-04-11,화요일,고립,해안가,인천광역시,부주의,없음
제주 지방청,제주,2022-04-13,목요일,고립익수,갯바위,제주특별자치도,부주의,연안사고 위험구역
동해 지방청,속초,2022-04-14,금요일,추락익수,테트라포드,강원도,부주의,연안사고 위험구역
중부 지방청,인천,2022-04-15,토요일,고립,갯벌,인천시,부주의,연안사고 위험구역
중부 지방청,인천,2022-04-15,토요일,고립,갯벌,인천광역시,부주의,연안사고 위험구역
중부 지방청,보령,2022-04-16,일요일,수상레저익수,해수욕장,충청남도,수영미숙,연안사고 다발구역
서해 지방청,목포,2022-04-16,일요일,고립,갯벌,전라남도,부주의,없음
중부 지방청,태안,2022-04-16,일요일,고립,갯바위,충청남도,조석 미인지,연안사고 다발구역
남해 지방청,통영,2022-04-17,월요일,기타익수,항포구,경남,부주의,없음
중부 지방청,인천,2022-04-17,월요일,고립,해안가,인천광역시,부주의,연안사고 위험구역
남해 지방청,부산,2022-04-18,화요일,추락익수,항포구,부산광역시,음주,없음
동해 지방청,동해,2022-04-18,화요일,기타익수,해안가,경상북도,부주의,없음
제주 지방청,제주,2022-04-18,화요일,고립익수,해안가,제주특별자치도,부주의,연안사고 위험구역
남해 지방청,부산,2022-04-18,화요일,기타익수,테트라포드,부산광역시,음주,사망사고 발생구역
서해 지방청,목포,2022-04-19,수요일,기타익수,해안가,전라남도,음주,없음
남해 지방청,창원,2022-04-19,수요일,추락익수,방파제,경상남도,부주의,없음
서해 지방청,목포,2022-04-20,목요일,고립,갯벌,전라남도,조석 미인지,없음
중부 지방청,태안,2022-04-21,금요일,추락익수,항포구,충청남도,음주,사망사고 발생구역
중부 지방청,태안,2022-04-22,토요일,고립,갯벌,충청남도,조석 미인지,연안사고 위험구역
남해 지방청,통영,2022-04-23,일요일,추락,테트라포드,경상남도,부주의,없음
남해 지방청,부산,2022-04-23,일요일,추락익수,항포구,부산광역시,부주의,연안사고 다발구역
남해 지방청,부산,2022-04-27,목요일,수상레저익수,해양,부산광역시,기상불량,사망사고 발생구역
남해 지방청,부산,2022-04-27,목요일,수상레저익수,해양,부산광역시,기상불량,사망사고 발생구역
중부 지방청,인천,2022-04-28,금요일,고립,갯벌,인천,조석 미인지,연안사고 위험구역
남해 지방청,통영,2022-04-28,금요일,추락익수,테트라포드,경상남도,부주의,사망사고 발생구역
제주 지방청,서귀포,2022-04-28,금요일,고립익수,갯바위,제주특별자치도,낚시,연안사고 위험구역
중부 지방청,인천,2022-04-29,토요일,고립,해안가,인천광역시,부주의,없음
제주 지방청,서귀포,2022-04-29,토요일,고립,갯바위,제주특별자치도,기상불량,연안사고 다발구역
동해 지방청,포항,2022-04-30,일요일,추락익수,항포구,경상북도,부주의,연안사고 위험구역
중부 지방청,인천,2022-04-30,일요일,고립,해안가,인천광역시,부주의,연안사고 다발구역
서해 지방청,완도,2022-04-30,일요일,고립,갯벌,전라남도,부주의,없음
서해 지방청,목포,2022-04-30,일요일,추락익수,해안가,전라남도,음주,없음
중부 지방청,평택,2022-05-01,월요일,고립,갯바위,경기도,부주의,연안사고 위험구역
동해 지방청,동해,2022-05-02,화요일,추락,테트라포드,강원도,음주,없음
동해 지방청,울진,2022-05-02,화요일,추락,테트라포드,경상북도,부주의,연안사고 위험구역
남해 지방청,울산,2022-05-03,수요일,추락익수,항포구,부산광역시,불법행위,연안사고 다발구역
서해 지방청,부안,2022-05-03,수요일,고립익수,갯바위,전라북도,조석 미인지,사망사고 발생구역
중부 지방청,태안,2022-05-05,금요일,고립,갯벌,충청남도,낚시,사망사고 발생구역
중부 지방청,보령,2022-05-05,금요일,고립,갯벌,충청남도,조석 미인지,연안사고 다발구역
동해 지방청,동해,2022-05-05,금요일,추락,테트라포드,강원도,부주의,사망사고 발생구역
제주 지방청,제주,2022-05-05,금요일,수상레저익수,해안가,제주특별자치도,수영미숙,사망사고 발생구역
동해 지방청,동해,2022-05-05,금요일,추락,테트라포드,강원도,부주의,없음
남해 지방청,통영,2022-05-06,토요일,수중레저익수,해양,경상남도,부주의,없음
제주 지방청,제주,2022-05-06,토요일,수상레저익수,항포구,제주특별자치도,부주의,연안사고 다발구역
남해 지방청,울산,2022-05-07,일요일,고립,갯바위,울산광역시,낚시,없음
중부 지방청,보령,2022-05-08,월요일,고립,갯바위,충청남도,부주의,없음
남해 지방청,부산,2022-05-09,화요일,추락익수,해안가,부산광역시,부주의,사망사고 발생구역
동해 지방청,동해,2022-05-14,일요일,수중레저익수,해양,경상북도,질병,없음
중부 지방청,인천,2022-05-14,일요일,고립,갯바위,인천광역시,부주의,없음
서해 지방청,여수,2022-05-14,일요일,추락익수,항포구,전라남도,부주의,없음
중부 지방청,인천,2022-05-15,월요일,고립,갯바위,인천광역시,부주의,없음
제주 지방청,제주,2022-05-15,월요일,수상레저익수,해안가,제주특별자치도,수영미숙,없음
중부 지방청,태안,2022-05-15,월요일,표류,해양,충청남도,부주의,연안사고 위험구역
동해 지방청,동해,2022-05-16,화요일,고립,해안가,경상북도,부주의,사망사고 발생구역
서해 지방청,여수,2022-05-17,수요일,추락익수,해안가,전라남도,음주,연안사고 다발구역
서해 지방청,여수,2022-05-17,수요일,추락,항포구,전라남도,운전 부주의,없음
중부 지방청,인천,2022-05-17,수요일,고립,갯바위,인천광역시,부주의,없음
동해 지방청,포항,2022-05-18,목요일,추락익수,항포구,경상북도,부주의,연안사고 위험구역
남해 지방청,부산,2022-05-18,목요일,수상레저익수,해양,부산광역시,운전 부주의,없음
중부 지방청,태안,2022-05-19,금요일,고립,갯바위,충청남도,낚시,없음
중부 지방청,평택,2022-05-20,토요일,기타익수,해안가,경기도,부주의,없음
제주 지방청,제주,2022-05-20,토요일,표류,해안가,제주특별자치도,수영미숙,없음
서해 지방청,여수,2022-05-22,월요일,고립,무인도서,전라남도,음주,없음
남해 지방청,부산,2022-05-23,화요일,추락익수,항포구,부산광역시,음주,연안사고 위험구역
중부 지방청,인천,2022-05-24,수요일,고립,갯바위,인천광역시,부주의,연안사고 위험구역
중부 지방청,태안,2022-05-24,수요일,고립,갯바위,충청남도,낚시,없음
중부 지방청,인천,2022-05-24,수요일,고립,갯바위,인천광역시,부주의,없음
중부 지방청,인천,2022-05-25,목요일,고립익수,갯벌,인천광역시,조석 미인지,없음
남해 지방청,부산,2022-05-26,금요일,추락익수,항포구,부산광역시,음주,연안사고 다발구역
제주 지방청,제주,2022-05-26,금요일,고립,갯바위,제주도,낚시,사망사고 발생구역
남해 지방청,통영,2022-05-27,토요일,추락익수,항포구,경상남도,부주의,없음
서해 지방청,여수,2022-05-28,일요일,추락익수,항포구,전라남도,음주,연안사고 다발구역
중부 지방청,인천,2022-05-28,일요일,추락익수,해안가,인천광역시,조석 미인지,연안사고 위험구역
동해 지방청,속초,2022-05-28,일요일,수상레저익수,해안가,강원도,부주의,없음
남해 지방청,울산,2022-05-29,월요일,고립,갯바위,울산광역시,부주의,없음
동해 지방청,속초,2022-05-29,월요일,추락익수,항포구,강원도,부주의,없음
동해 지방청,포항,2022-05-30,화요일,추락익수,항포구,경상북도,음주,연안사고 위험구역
중부 지방청,인천,2022-05-30,화요일,기타익수,해안가,인천광역시,낚시,없음
제주 지방청,서귀포,2022-05-30,화요일,수상레저익수,해안가,제주특별자치도,수영미숙,없음
중부 지방청,인천,2022-05-31,수요일,추락익수,해안가,인천광역시,부주의,없음
서해 지방청,목포,2022-06-01,목요일,추락익수,항포구,전라남도,부주의,없음
동해 지방청,동해,2022-06-01,목요일,추락익수,항포구,강원도,낚시,없음
서해 지방청,목포,2022-06-02,금요일,고립,무인도서,전라남도,조석 미인지,사망사고 발생구역
제주 지방청,제주,2022-06-02,금요일,고립,갯바위,제주특별자치도,낚시,연안사고 위험구역
중부 지방청,태안,2022-06-03,토요일,고립,갯바위,충청남도,낚시,연안사고 다발구역
제주 지방청,서귀포,2022-06-04,일요일,기타익수,해양,제주특별자치도,수영미숙,연안사고 위험구역
동해 지방청,포항,2022-06-04,일요일,추락익수,방파제,경상북도,부주의,없음
서해 지방청,여수,2022-06-04,일요일,추락,갯바위,전라남도,부주의,없음
동해 지방청,속초,2022-06-05,월요일,고립익수,갯바위,강원도,기상불량,없음
중부 지방청,태안,2022-06-05,월요일,고립,갯바위,충청남도,조석 미인지,연안사고 다발구역
중부 지방청,태안,2022-06-05,월요일,추락,테트라포드,충청남도,낚시,연안사고 다발구역
제주 지방청,서귀포,2022-06-05,월요일,수중레저익수,항포구,제주특별자치도,안전미준수,연안사고 위험구역
남해 지방청,통영,2022-06-06,화요일,추락익수,해안가,경상남도,부주의,없음
서해 지방청,부안,2022-06-06,화요일,고립,해안가,전라북도,조석 미인지,연안사고 다발구역
중부 지방청,보령,2022-06-07,수요일,추락익수,항포구,충청남도,음주,없음
중부 지방청,태안,2022-06-11,일요일,고립,갯바위,충청남도,낚시,연안사고 다발구역
남해 지방청,통영,2022-06-12,월요일,추락익수,항포구,경상남도,부주의,연안사고 다발구역
중부 지방청,평택,2022-06-13,화요일,기타익수,갯벌,충청남도,부주의,연안사고 다발구역
중부 지방청,태안,2022-06-14,수요일,고립,갯바위,충청남도,낚시,연안사고 다발구역
중부 지방청,태안,2022-06-14,수요일,고립,갯바위,충청남도,낚시,연안사고 다발구역
중부 지방청,인천,2022-06-15,목요일,고립,갯벌,인천광역시,기상불량,사망사고 발생구역
중부 지방청,인천,2022-06-15,목요일,고립,갯벌,인천광역시,기상불량,사망사고 발생구역
중부 지방청,인천,2022-06-15,목요일,고립익수,항포구,인천광역시,부주의,없음
서해 지방청,여수,2022-06-16,금요일,고립,갯벌,전라남도,부주의,없음
중부 지방청,태안,2022-06-17,토요일,추락,갯바위,충청남도,낚시,없음
남해 지방청,통영,2022-06-17,토요일,기타익수,해안가,경상남도,음주,없음
제주 지방청,제주,2022-06-18,일요일,표류,해양,제주특별자치도,부주의,연안사고 다발구역
동해 지방청,동해,2022-06-18,일요일,고립,갯바위,강원도,부주의,연안사고 위험구역
제주 지방청,제주,2022-06-18,일요일,표류,해양,제주특별자치도,부주의,연안사고 다발구역
중부 지방청,보령,2022-06-18,일요일,고립,무인도서,충청남도,조석 미인지,연안사고 다발구역
서해 지방청,여수,2022-06-18,일요일,추락익수,항포구,전라남도,음주,연안사고 다발구역
남해 지방청,통영,2022-06-18,일요일,추락익수,방파제,경상남도,음주,없음
중부 지방청,보령,2022-06-18,일요일,고립,갯벌,충청남도,조석 미인지,연안사고 위험구역
중부 지방청,평택,2022-06-18,일요일,기타익수,해안가,충청남도,수영미숙,연안사고 위험구역
제주 지방청,제주,2022-06-18,일요일,표류,해양,제주특별자치도,부주의,연안사고 다발구역
서해 지방청,목포,2022-06-18,일요일,고립,갯벌,전라남도,부주의,없음
서해 지방청,여수,2022-06-18,일요일,고립,갯바위,전라남도,조석 미인지,없음
제주 지방청,제주,2022-06-18,일요일,수상레저익수,해양,제주특별자치도,부주의,연안사고 다발구역
동해 지방청,속초,2022-06-18,일요일,수상레저익수,해양,강원도,부주의,없음
동해 지방청,울진,2022-06-18,일요일,추락익수,항포구,경상북도,음주,사망사고 발생구역
동해 지방청,속초,2022-06-18,일요일,표류,해양,강원도,부주의,없음
중부 지방청,태안,2022-06-18,일요일,추락익수,항포구,충청남도,부주의,없음
서해 지방청,목포,2022-06-19,월요일,기타익수,해안가,전라남도,음주,없음
남해 지방청,부산,2022-06-20,화요일,추락익수,항포구,부산시,부주의,사망사고 발생구역
제주 지방청,서귀포,2022-06-21,수요일,추락익수,항포구,제주특별자치도,부주의,사망사고 발생구역
남해 지방청,창원,2022-06-21,수요일,고립,갯바위,부산광역시,부주의,없음
남해 지방청,통영,2022-06-21,수요일,추락익수,해안가,경상남도,음주,없음
남해 지방청,울산,2022-06-22,목요일,고립,갯바위,울산광역시,부주의,연안사고 위험구역
서해 지방청,여수,2022-06-22,목요일,추락익수,방파제,전라남도,낚시,없음
동해 지방청,속초,2022-06-24,토요일,추락익수,항포구,강원도,부주의,없음
동해 지방청,속초,2022-06-25,일요일,표류,해양,강원도,부주의,없음
중부 지방청,태안,2022-06-25,일요일,수상레저익수,해안가,충청남도,부주의,연안사고 다발구역
남해 지방청,통영,2022-06-25,일요일,추락익수,방파제,경상남도,부주의,없음
제주 지방청,제주,2022-06-25,일요일,표류,해양,제주특별자치도,부주의,없음
제주 지방청,제주,2022-06-26,월요일,표류,해양,제주특별자치도,부주의,없음
제주 지방청,제주,2022-06-26,월요일,표류,해양,제주특별자치도,부주의,사망사고 발생구역
동해 지방청,속초,2022-06-26,월요일,표류,해양,강원도,부주의,없음
서해 지방청,군산,2022-06-26,월요일,기타,갯바위,전라북도,부주의,없음
제주 지방청,제주,2022-06-26,월요일,표류,해양,제주특별자치도,부주의,없음
제주 지방청,제주,2022-06-26,월요일,표류,해양,제주특별자치도,부주의,없음
남해 지방청,부산,2022-06-26,월요일,추락익수,항포구,부산광역시,부주의,없음
제주 지방청,제주,2022-06-27,화요일,표류,해양,제주특별자치도,부주의,연안사고 다발구역
제주 지방청,제주,2022-06-27,화요일,표류,해양,제주특별자치도,부주의,연안사고 위험구역
중부 지방청,태안,2022-06-28,수요일,추락익수,항포구,충청남도,부주의,사망사고 발생구역
제주 지방청,제주,2022-06-28,수요일,표류,해양,제주특별자치도,부주의,연안사고 다발구역
남해 지방청,통영,2022-06-28,수요일,추락익수,항포구,경상남도,음주,연안사고 다발구역
동해 지방청,속초,2022-06-28,수요일,수상레저익수,해양,강원도,부주의,없음
제주 지방청,제주,2022-06-28,수요일,표류,해양,제주특별자치도,부주의,연안사고 다발구역
제주 지방청,제주,2022-06-29,목요일,표류,해양,제주특별자치도,부주의,연안사고 다발구역
제주 지방청,제주,2022-06-29,목요일,표류,해양,제주특별자치도,부주의,연안사고 다발구역
동해 지방청,동해,2022-06-30,금요일,기타익수,테트라포드,강원도,음주,연안사고 위험구역
남해 지방청,통영,2022-06-30,금요일,기타익수,항포구,경남,수영미숙,연안사고 다발구역
서해 지방청,완도,2022-06-30,금요일,추락익수,갯바위,전라남도,낚시,없음
남해 지방청,창원,2022-07-01,토요일,기타익수,항포구,경상남도,음주,사망사고 발생구역
제주 지방청,제주,2022-07-01,토요일,수상레저익수,항포구,제주특별자치도,부주의,없음
중부 지방청,인천,2022-07-01,토요일,고립,갯벌,인천광역시,부주의,없음
동해 지방청,동해,2022-07-02,일요일,추락익수,갯바위,강원도,음주,연안사고 위험구역
남해 지방청,부산,2022-07-02,일요일,추락익수,해양,부산광역시,음주,없음
남해 지방청,울산,2022-07-02,일요일,추락익수,항포구,부산광역시,음주,없음
동해 지방청,울진,2022-07-02,일요일,수상레저익수,해안가,경상북도,부주의,없음
남해 지방청,통영,2022-07-04,화요일,기타익수,해양,경상남도,음주,연안사고 다발구역
중부 지방청,평택,2022-07-05,수요일,추락익수,방파제,경기도,부주의,연안사고 위험구역
서해 지방청,군산,2022-07-05,수요일,추락익수,항포구,전라북도,부주의,없음
제주 지방청,제주,2022-07-05,수요일,표류,해양,제주특별자치도,부주의,없음
제주 지방청,서귀포,2022-07-06,목요일,표류,해수욕장,제주특별자치도,부주의,사망사고 발생구역
남해 지방청,부산,2022-07-07,금요일,추락익수,항포구,부산광역시,운전 부주의,사망사고 발생구역
남해 지방청,창원,2022-07-08,토요일,기타익수,항포구,경상남도,부주의,사망사고 발생구역
남해 지방청,부산,2022-07-08,토요일,고립익수,테트라포드,부산광역시,음주,없음
서해 지방청,군산,2022-07-08,토요일,추락익수,항포구,전라북도,부주의,없음
동해 지방청,동해,2022-07-08,토요일,표류,해수욕장,강원도,부주의,없음
중부 지방청,평택,2022-07-09,일요일,기타익수,해수욕장,경기도,부주의,사망사고 발생구역
동해 지방청,속초,2022-07-09,일요일,수상레저익수,해양,강원도,부주의,없음
동해 지방청,포항,2022-07-09,일요일,수상레저익수,해수욕장,경상북도,음주,없음
남해 지방청,울산,2022-07-10,월요일,기타익수,해안가,부산광역시,부주의,없음
중부 지방청,태안,2022-07-11,화요일,기타익수,해안가,충청남도,부주의,연안사고 다발구역
남해 지방청,부산,2022-07-12,수요일,기타익수,해안가,부산광역시,음주,연안사고 다발구역
중부 지방청,인천,2022-07-13,목요일,추락익수,해안가,인천광역시,음주,연안사고 다발구역
중부 지방청,보령,2022-07-13,목요일,기타익수,해수욕장,충청남도,음주,연안사고 위험구역
서해 지방청,여수,2022-07-15,토요일,추락익수,해안가,전라남도,부주의,없음
남해 지방청,창원,2022-07-16,일요일,수상레저익수,해안가,경상남도,부주의,없음
동해 지방청,포항,2022-07-16,일요일,수상레저익수,해안가,경상북도,부주의,없음
중부 지방청,보령,2022-07-16,일요일,고립익수,갯벌,충청남도,조석 미인지,연안사고 위험구역
서해 지방청,군산,2022-07-16,일요일,표류,해양,전라북도,부주의,없음
제주 지방청,서귀포,2022-07-16,일요일,수상레저익수,해안가,제주특별자치도,수영미숙,연안사고 위험구역
중부 지방청,인천,2022-07-16,일요일,고립,갯바위,인천광역시,부주의,없음
중부 지방청,인천,2022-07-17,월요일,고립,갯바위,인천광역시,조석 미인지,연안사고 다발구역
동해 지방청,속초,2022-07-17,월요일,수상레저익수,해수욕장,강원도,기상불량,없음
남해 지방청,사천,2022-07-17,월요일,수상레저익수,해수욕장,경상남도,부주의,연안사고 위험구역
